Ticket_id,Team_1,Team_2,Venue,Stage,Importance,Seat_Type,Days_until_match,Base_Price,Tickets_Sold,Year
963,Brazil,Costa Rica,TBD,Group Stage,low,Diamond,7,825,0.37,2018
964,Serbia,Switzerland,TBD,Group Stage,low,Bronze,3,259,0.45,2018
965,Serbia,Switzerland,TBD,Group Stage,low,Bronze,5,259,0.47,2018
966,Serbia,Switzerland,TBD,Group Stage,low,Bronze,7,259,0.49,2018
967,Serbia,Switzerland,TBD,Group Stage,low,Gold,3,619,0.47,2018
968,Serbia,Switzerland,TBD,Group Stage,low,Gold,5,619,0.35,2018
969,Serbia,Switzerland,TBD,Group Stage,low,Gold,7,619,0.2,2018
970,Serbia,Switzerland,TBD,Group Stage,low,Diamond,3,825,0.36,2018
971,Serbia,Switzerland,TBD,Group Stage,low,Diamond,5,825,0.41,2018
972,Serbia,Switzerland,TBD,Group Stage,low,Diamond,7,825,0.33,2018
973,Serbia,Brazil,TBD,Group Stage,low,Bronze,3,259,0.44,2018
974,Serbia,Brazil,TBD,Group Stage,low,Bronze,5,259,0.49,2018
975,Serbia,Brazil,TBD,Group Stage,low,Bronze,7,259,0.37,2018
976,Serbia,Brazil,TBD,Group Stage,low,Gold,3,619,0.42,2018
977,Serbia,Brazil,TBD,Group Stage,low,Gold,5,619,0.32,2018
978,Serbia,Brazil,TBD,Group Stage,low,Gold,7,619,0.25,2018
979,Serbia,Brazil,TBD,Group Stage,low,Diamond,3,825,0.32,2018
980,Serbia,Brazil,TBD,Group Stage,low,Diamond,5,825,0.25,2018
981,Serbia,Brazil,TBD,Group Stage,low,Diamond,7,825,0.38,2018
982,Switzerland,Costa Rica,TBD,Group Stage,low,Bronze,3,259,0.37,2018
983,Switzerland,Costa Rica,TBD,Group Stage,low,Bronze,5,259,0.34,2018
984,Switzerland,Costa Rica,TBD,Group Stage,low,Bronze,7,259,0.32,2018
985,Switzerland,Costa Rica,TBD,Group Stage,low,Gold,3,619,0.29,2018
986,Switzerland,Costa Rica,TBD,Group Stage,low,Gold,5,619,0.37,2018
987,Switzerland,Costa Rica,TBD,Group Stage,low,Gold,7,619,0.48,2018
988,Switzerland,Costa Rica,TBD,Group Stage,low,Diamond,3,825,0.22,2018
989,Switzerland,Costa Rica,TBD,Group Stage,low,Diamond,5,825,0.44,2018
990,Switzerland,Costa Rica,TBD,Group Stage,low,Diamond,7,825,0.37,2018
991,Germany,Mexico,TBD,Group Stage,low,Bronze,3,259,0.22,2018
992,Germany,Mexico,TBD,Group Stage,low,Bronze,5,259,0.49,2018
993,Germany,Mexico,TBD,Group Stage,low,Bronze,7,259,0.44,2018
994,Germany,Mexico,TBD,Group Stage,low,Gold,3,619,0.29,2018
995,Germany,Mexico,TBD,Group Stage,low,Gold,5,619,0.38,2018
996,Germany,Mexico,TBD,Group Stage,low,Gold,7,619,0.43,2018
997,Germany,Mexico,TBD,Group Stage,low,Diamond,3,825,0.3,2018
998,Germany,Mexico,TBD,Group Stage,low,Diamond,5,825,0.26,2018
999,Germany,Mexico,TBD,Group Stage,low,Diamond,7,825,0.4,2018
1000,Sweden,South Korea,TBD,Group Stage,low,Bronze,3,259,0.43,2018
1001,Sweden,South Korea,TBD,Group Stage,low,Bronze,5,259,0.24,2018
1002,Sweden,South Korea,TBD,Group Stage,low,Bronze,7,259,0.45,2018
1003,Sweden,South Korea,TBD,Group Stage,low,Gold,3,619,0.25,2018
1004,Sweden,South Korea,TBD,Group Stage,low,Gold,5,619,0.23,2018
1005,Sweden,South Korea,TBD,Group Stage,low,Gold,7,619,0.37,2018
1006,Sweden,South Korea,TBD,Group Stage,low,Diamond,3,825,0.25,2018
1007,Sweden,South Korea,TBD,Group Stage,low,Diamond,5,825,0.26,2018
1008,Sweden,South Korea,TBD,Group Stage,low,Diamond,7,825,0.34,2018
1009,South Korea,Mexico,TBD,Group Stage,low,Bronze,3,259,0.32,2018
1010,South Korea,Mexico,TBD,Group Stage,low,Bronze,5,259,0.38,2018
1011,South Korea,Mexico,TBD,Group Stage,low,Bronze,7,259,0.36,2018
1012,South Korea,Mexico,TBD,Group Stage,low,Gold,3,619,0.43,2018
1013,South Korea,Mexico,TBD,Group Stage,low,Gold,5,619,0.29,2018
1014,South Korea,Mexico,TBD,Group Stage,low,Gold,7,619,0.5,2018
1015,South Korea,Mexico,TBD,Group Stage,low,Diamond,3,825,0.27,2018
1016,South Korea,Mexico,TBD,Group Stage,low,Diamond,5,825,0.3,2018
1017,South Korea,Mexico,TBD,Group Stage,low,Diamond,7,825,0.22,2018
1018,Germany,Sweden,TBD,Group Stage,low,Bronze,3,259,0.49,2018
1019,Germany,Sweden,TBD,Group Stage,low,Bronze,5,259,0.29,2018
1020,Germany,Sweden,TBD,Group Stage,low,Bronze,7,259,0.28,2018
1021,Germany,Sweden,TBD,Group Stage,low,Gold,3,619,0.28,2018
1022,Germany,Sweden,TBD,Group Stage,low,Gold,5,619,0.49,2018
1023,Germany,Sweden,TBD,Group Stage,low,Gold,7,619,0.3,2018
1024,Germany,Sweden,TBD,Group Stage,low,Diamond,3,825,0.27,2018
1025,Germany,Sweden,TBD,Group Stage,low,Diamond,5,825,0.21,2018
1026,Germany,Sweden,TBD,Group Stage,low,Diamond,7,825,0.3,2018
1027,South Korea,Germany,TBD,Group Stage,low,Bronze,3,259,0.3,2018
1028,South Korea,Germany,TBD,Group Stage,low,Bronze,5,259,0.34,2018
1029,South Korea,Germany,TBD,Group Stage,low,Bronze,7,259,0.5,2018
1030,South Korea,Germany,TBD,Group Stage,low,Gold,3,619,0.29,2018
1031,South Korea,Germany,TBD,Group Stage,low,Gold,5,619,0.41,2018
1032,South Korea,Germany,TBD,Group Stage,low,Gold,7,619,0.46,2018
1033,South Korea,Germany,TBD,Group Stage,low,Diamond,3,825,0.44,2018
1034,South Korea,Germany,TBD,Group Stage,low,Diamond,5,825,0.32,2018
1035,South Korea,Germany,TBD,Group Stage,low,Diamond,7,825,0.48,2018
1036,Mexico,Sweden,TBD,Group Stage,low,Bronze,3,259,0.39,2018
1037,Mexico,Sweden,TBD,Group Stage,low,Bronze,5,259,0.48,2018
1038,Mexico,Sweden,TBD,Group Stage,low,Bronze,7,259,0.22,2018
1039,Mexico,Sweden,TBD,Group Stage,low,Gold,3,619,0.43,2018
1040,Mexico,Sweden,TBD,Group Stage,low,Gold,5,619,0.34,2018
1041,Mexico,Sweden,TBD,Group Stage,low,Gold,7,619,0.43,2018
1042,Mexico,Sweden,TBD,Group Stage,low,Diamond,3,825,0.22,2018
1043,Mexico,Sweden,TBD,Group Stage,low,Diamond,5,825,0.24,2018
1044,Mexico,Sweden,TBD,Group Stage,low,Diamond,7,825,0.43,2018
1045,Belgium,Panama,TBD,Group Stage,low,Bronze,3,259,0.22,2018
1046,Belgium,Panama,TBD,Group Stage,low,Bronze,5,259,0.48,2018
1047,Belgium,Panama,TBD,Group Stage,low,Bronze,7,259,0.33,2018
1048,Belgium,Panama,TBD,Group Stage,low,Gold,3,619,0.41,2018
1049,Belgium,Panama,TBD,Group Stage,low,Gold,5,619,0.26,2018
1050,Belgium,Panama,TBD,Group Stage,low,Gold,7,619,0.3,2018
1051,Belgium,Panama,TBD,Group Stage,low,Diamond,3,825,0.34,2018
1052,Belgium,Panama,TBD,Group Stage,low,Diamond,5,825,0.29,2018
1053,Belgium,Panama,TBD,Group Stage,low,Diamond,7,825,0.22,2018
1054,Tunisia,England,TBD,Group Stage,low,Bronze,3,259,0.3,2018
1055,Tunisia,England,TBD,Group Stage,low,Bronze,5,259,0.23,2018
1056,Tunisia,England,TBD,Group Stage,low,Bronze,7,259,0.27,2018
1057,Tunisia,England,TBD,Group Stage,low,Gold,3,619,0.49,2018
1058,Tunisia,England,TBD,Group Stage,low,Gold,5,619,0.32,2018
1059,Tunisia,England,TBD,Group Stage,low,Gold,7,619,0.49,2018
1060,Tunisia,England,TBD,Group Stage,low,Diamond,3,825,0.24,2018
1061,Tunisia,England,TBD,Group Stage,low,Diamond,5,825,0.32,2018
1062,Tunisia,England,TBD,Group Stage,low,Diamond,7,825,0.31,2018
1063,Belgium,Tunisia,TBD,Group Stage,low,Bronze,3,259,0.31,2018
1064,Belgium,Tunisia,TBD,Group Stage,low,Bronze,5,259,0.38,2018
1065,Belgium,Tunisia,TBD,Group Stage,low,Bronze,7,259,0.37,2018
1066,Belgium,Tunisia,TBD,Group Stage,low,Gold,3,619,0.28,2018
1067,Belgium,Tunisia,TBD,Group Stage,low,Gold,5,619,0.44,2018
1068,Belgium,Tunisia,TBD,Group Stage,low,Gold,7,619,0.47,2018
1069,Belgium,Tunisia,TBD,Group Stage,low,Diamond,3,825,0.31,2018
1070,Belgium,Tunisia,TBD,Group Stage,low,Diamond,5,825,0.24,2018
1071,Belgium,Tunisia,TBD,Group Stage,low,Diamond,7,825,0.21,2018
1072,England,Panama,TBD,Group Stage,low,Bronze,3,259,0.45,2018
1073,England,Panama,TBD,Group Stage,low,Bronze,5,259,0.29,2018
1074,England,Panama,TBD,Group Stage,low,Bronze,7,259,0.5,2018
1075,England,Panama,TBD,Group Stage,low,Gold,3,619,0.33,2018
1076,England,Panama,TBD,Group Stage,low,Gold,5,619,0.3,2018
1077,England,Panama,TBD,Group Stage,low,Gold,7,619,0.27,2018
1078,England,Panama,TBD,Group Stage,low,Diamond,3,825,0.36,2018
1079,England,Panama,TBD,Group Stage,low,Diamond,5,825,0.2,2018
1080,England,Panama,TBD,Group Stage,low,Diamond,7,825,0.23,2018
1081,England,Belgium,TBD,Group Stage,low,Bronze,3,259,0.24,2018
1082,England,Belgium,TBD,Group Stage,low,Bronze,5,259,0.38,2018
1083,England,Belgium,TBD,Group Stage,low,Bronze,7,259,0.29,2018
1084,England,Belgium,TBD,Group Stage,low,Gold,3,619,0.41,2018
1085,England,Belgium,TBD,Group Stage,low,Gold,5,619,0.37,2018
1086,England,Belgium,TBD,Group Stage,low,Gold,7,619,0.49,2018
1087,England,Belgium,TBD,Group Stage,low,Diamond,3,825,0.32,2018
1088,England,Belgium,TBD,Group Stage,low,Diamond,5,825,0.49,2018
1089,England,Belgium,TBD,Group Stage,low,Diamond,7,825,0.25,2018
1090,Panama,Tunisia,TBD,Group Stage,low,Bronze,3,259,0.41,2018
1091,Panama,Tunisia,TBD,Group Stage,low,Bronze,5,259,0.4,2018
1092,Panama,Tunisia,TBD,Group Stage,low,Bronze,7,259,0.24,2018
1093,Panama,Tunisia,TBD,Group Stage,low,Gold,3,619,0.24,2018
1094,Panama,Tunisia,TBD,Group Stage,low,Gold,5,619,0.48,2018
1095,Panama,Tunisia,TBD,Group Stage,low,Gold,7,619,0.35,2018
1096,Panama,Tunisia,TBD,Group Stage,low,Diamond,3,825,0.26,2018
1097,Panama,Tunisia,TBD,Group Stage,low,Diamond,5,825,0.4,2018
1098,Panama,Tunisia,TBD,Group Stage,low,Diamond,7,825,0.37,2018
1099,Colombia,Japan,TBD,Group Stage,low,Bronze,3,259,0.47,2018
1100,Colombia,Japan,TBD,Group Stage,low,Bronze,5,259,0.35,2018
1101,Colombia,Japan,TBD,Group Stage,low,Bronze,7,259,0.22,2018
1102,Colombia,Japan,TBD,Group Stage,low,Gold,3,619,0.34,2018
1103,Colombia,Japan,TBD,Group Stage,low,Gold,5,619,0.49,2018
1104,Colombia,Japan,TBD,Group Stage,low,Gold,7,619,0.37,2018
1105,Colombia,Japan,TBD,Group Stage,low,Diamond,3,825,0.44,2018
1106,Colombia,Japan,TBD,Group Stage,low,Diamond,5,825,0.38,2018
1107,Colombia,Japan,TBD,Group Stage,low,Diamond,7,825,0.25,2018
1108,Poland,Senegal,TBD,Group Stage,low,Bronze,3,259,0.5,2018
1109,Poland,Senegal,TBD,Group Stage,low,Bronze,5,259,0.26,2018
1110,Poland,Senegal,TBD,Group Stage,low,Bronze,7,259,0.3,2018
1111,Poland,Senegal,TBD,Group Stage,low,Gold,3,619,0.21,2018
1112,Poland,Senegal,TBD,Group Stage,low,Gold,5,619,0.4,2018
1113,Poland,Senegal,TBD,Group Stage,low,Gold,7,619,0.26,2018
1114,Poland,Senegal,TBD,Group Stage,low,Diamond,3,825,0.4,2018
1115,Poland,Senegal,TBD,Group Stage,low,Diamond,5,825,0.41,2018
1116,Poland,Senegal,TBD,Group Stage,low,Diamond,7,825,0.42,2018
1117,Japan,Senegal,TBD,Group Stage,low,Bronze,3,259,0.27,2018
1118,Japan,Senegal,TBD,Group Stage,low,Bronze,5,259,0.28,2018
1119,Japan,Senegal,TBD,Group Stage,low,Bronze,7,259,0.49,2018
1120,Japan,Senegal,TBD,Group Stage,low,Gold,3,619,0.42,2018
1121,Japan,Senegal,TBD,Group Stage,low,Gold,5,619,0.5,2018
1122,Japan,Senegal,TBD,Group Stage,low,Gold,7,619,0.29,2018
1123,Japan,Senegal,TBD,Group Stage,low,Diamond,3,825,0.43,2018
1124,Japan,Senegal,TBD,Group Stage,low,Diamond,5,825,0.32,2018
1125,Japan,Senegal,TBD,Group Stage,low,Diamond,7,825,0.48,2018
1126,Poland,Colombia,TBD,Group Stage,low,Bronze,3,259,0.31,2018
1127,Poland,Colombia,TBD,Group Stage,low,Bronze,5,259,0.22,2018
1128,Poland,Colombia,TBD,Group Stage,low,Bronze,7,259,0.25,2018
1129,Poland,Colombia,TBD,Group Stage,low,Gold,3,619,0.37,2018
1130,Poland,Colombia,TBD,Group Stage,low,Gold,5,619,0.44,2018
1131,Poland,Colombia,TBD,Group Stage,low,Gold,7,619,0.28,2018
1132,Poland,Colombia,TBD,Group Stage,low,Diamond,3,825,0.21,2018
1133,Poland,Colombia,TBD,Group Stage,low,Diamond,5,825,0.38,2018
1134,Poland,Colombia,TBD,Group Stage,low,Diamond,7,825,0.32,2018
1135,Japan,Poland,TBD,Group Stage,low,Bronze,3,259,0.24,2018
1136,Japan,Poland,TBD,Group Stage,low,Bronze,5,259,0.38,2018
1137,Japan,Poland,TBD,Group Stage,low,Bronze,7,259,0.25,2018
1138,Japan,Poland,TBD,Group Stage,low,Gold,3,619,0.37,2018
1139,Japan,Poland,TBD,Group Stage,low,Gold,5,619,0.31,2018
1140,Japan,Poland,TBD,Group Stage,low,Gold,7,619,0.37,2018
1141,Japan,Poland,TBD,Group Stage,low,Diamond,3,825,0.43,2018
1142,Japan,Poland,TBD,Group Stage,low,Diamond,5,825,0.22,2018
1143,Japan,Poland,TBD,Group Stage,low,Diamond,7,825,0.47,2018
1144,Senegal,Colombia,TBD,Group Stage,low,Bronze,3,259,0.42,2018
1145,Senegal,Colombia,TBD,Group Stage,low,Bronze,5,259,0.28,2018
1146,Senegal,Colombia,TBD,Group Stage,low,Bronze,7,259,0.33,2018
1147,Senegal,Colombia,TBD,Group Stage,low,Gold,3,619,0.44,2018
1148,Senegal,Colombia,TBD,Group Stage,low,Gold,5,619,0.39,2018
1149,Senegal,Colombia,TBD,Group Stage,low,Gold,7,619,0.28,2018
1150,Senegal,Colombia,TBD,Group Stage,low,Diamond,3,825,0.24,2018
1151,Senegal,Colombia,TBD,Group Stage,low,Diamond,5,825,0.3,2018
1152,Senegal,Colombia,TBD,Group Stage,low,Diamond,7,825,0.43,2018
1153,Brazil,Chile,TBD,Round of 16,medium,Bronze,3,360,0.52,2014
1154,Brazil,Chile,TBD,Round of 16,medium,Bronze,5,360,0.46,2014
1155,Brazil,Chile,TBD,Round of 16,medium,Bronze,7,360,0.4,2014
1156,Brazil,Chile,TBD,Round of 16,medium,Gold,3,773,0.6,2014
1157,Brazil,Chile,TBD,Round of 16,medium,Gold,5,773,0.64,2014
1158,Brazil,Chile,TBD,Round of 16,medium,Gold,7,773,0.58,2014
1159,Brazil,Chile,TBD,Round of 16,medium,Diamond,3,1031,0.57,2014
1160,Brazil,Chile,TBD,Round of 16,medium,Diamond,5,1031,0.58,2014
1161,Brazil,Chile,TBD,Round of 16,medium,Diamond,7,1031,0.74,2014
1162,Colombia,Uruguay,TBD,Round of 16,medium,Bronze,3,360,0.72,2014
1163,Colombia,Uruguay,TBD,Round of 16,medium,Bronze,5,360,0.48,2014
1164,Colombia,Uruguay,TBD,Round of 16,medium,Bronze,7,360,0.66,2014
1165,Colombia,Uruguay,TBD,Round of 16,medium,Gold,3,773,0.73,2014
1166,Colombia,Uruguay,TBD,Round of 16,medium,Gold,5,773,0.67,2014
1167,Colombia,Uruguay,TBD,Round of 16,medium,Gold,7,773,0.47,2014
1168,Colombia,Uruguay,TBD,Round of 16,medium,Diamond,3,1031,0.56,2014
1169,Colombia,Uruguay,TBD,Round of 16,medium,Diamond,5,1031,0.63,2014
1170,Colombia,Uruguay,TBD,Round of 16,medium,Diamond,7,1031,0.48,2014
1171,Netherlands,Mexico,TBD,Round of 16,medium,Bronze,3,360,0.61,2014
1172,Netherlands,Mexico,TBD,Round of 16,medium,Bronze,5,360,0.64,2014
1173,Netherlands,Mexico,TBD,Round of 16,medium,Bronze,7,360,0.65,2014
1174,Netherlands,Mexico,TBD,Round of 16,medium,Gold,3,773,0.48,2014
1175,Netherlands,Mexico,TBD,Round of 16,medium,Gold,5,773,0.66,2014
1176,Netherlands,Mexico,TBD,Round of 16,medium,Gold,7,773,0.52,2014
1177,Netherlands,Mexico,TBD,Round of 16,medium,Diamond,3,1031,0.5,2014
1178,Netherlands,Mexico,TBD,Round of 16,medium,Diamond,5,1031,0.74,2014
1179,Netherlands,Mexico,TBD,Round of 16,medium,Diamond,7,1031,0.56,2014
1180,Costa Rica,Greece,TBD,Round of 16,medium,Bronze,3,360,0.45,2014
1181,Costa Rica,Greece,TBD,Round of 16,medium,Bronze,5,360,0.48,2014
1182,Costa Rica,Greece,TBD,Round of 16,medium,Bronze,7,360,0.72,2014
1183,Costa Rica,Greece,TBD,Round of 16,medium,Gold,3,773,0.72,2014
1184,Costa Rica,Greece,TBD,Round of 16,medium,Gold,5,773,0.45,2014
1185,Costa Rica,Greece,TBD,Round of 16,medium,Gold,7,773,0.44,2014
1186,Costa Rica,Greece,TBD,Round of 16,medium,Diamond,3,1031,0.69,2014
1187,Costa Rica,Greece,TBD,Round of 16,medium,Diamond,5,1031,0.68,2014
1188,Costa Rica,Greece,TBD,Round of 16,medium,Diamond,7,1031,0.49,2014
1189,France,Nigeria,TBD,Round of 16,medium,Bronze,3,360,0.73,2014
1190,France,Nigeria,TBD,Round of 16,medium,Bronze,5,360,0.42,2014
1191,France,Nigeria,TBD,Round of 16,medium,Bronze,7,360,0.44,2014
1192,France,Nigeria,TBD,Round of 16,medium,Gold,3,773,0.52,2014
1193,France,Nigeria,TBD,Round of 16,medium,Gold,5,773,0.63,2014
1194,France,Nigeria,TBD,Round of 16,medium,Gold,7,773,0.71,2014
1195,France,Nigeria,TBD,Round of 16,medium,Diamond,3,1031,0.73,2014
1196,France,Nigeria,TBD,Round of 16,medium,Diamond,5,1031,0.7,2014
1197,France,Nigeria,TBD,Round of 16,medium,Diamond,7,1031,0.44,2014
1198,Germany,Algeria,TBD,Round of 16,medium,Bronze,3,360,0.63,2014
1199,Germany,Algeria,TBD,Round of 16,medium,Bronze,5,360,0.59,2014
1200,Germany,Algeria,TBD,Round of 16,medium,Bronze,7,360,0.55,2014
1201,Germany,Algeria,TBD,Round of 16,medium,Gold,3,773,0.54,2014
1202,Germany,Algeria,TBD,Round of 16,medium,Gold,5,773,0.51,2014
1203,Germany,Algeria,TBD,Round of 16,medium,Gold,7,773,0.7,2014
1204,Germany,Algeria,TBD,Round of 16,medium,Diamond,3,1031,0.65,2014
1205,Germany,Algeria,TBD,Round of 16,medium,Diamond,5,1031,0.63,2014
1206,Germany,Algeria,TBD,Round of 16,medium,Diamond,7,1031,0.51,2014
1207,Argentina,Switzerland,TBD,Round of 16,medium,Bronze,3,360,0.47,2014
1208,Argentina,Switzerland,TBD,Round of 16,medium,Bronze,5,360,0.73,2014
1209,Argentina,Switzerland,TBD,Round of 16,medium,Bronze,7,360,0.59,2014
1210,Argentina,Switzerland,TBD,Round of 16,medium,Gold,3,773,0.68,2014
1211,Argentina,Switzerland,TBD,Round of 16,medium,Gold,5,773,0.74,2014
1212,Argentina,Switzerland,TBD,Round of 16,medium,Gold,7,773,0.49,2014
1213,Argentina,Switzerland,TBD,Round of 16,medium,Diamond,3,1031,0.56,2014
1214,Argentina,Switzerland,TBD,Round of 16,medium,Diamond,5,1031,0.64,2014
1215,Argentina,Switzerland,TBD,Round of 16,medium,Diamond,7,1031,0.54,2014
1216,Belgium,USA,TBD,Round of 16,medium,Bronze,3,360,0.62,2014
1217,Belgium,USA,TBD,Round of 16,medium,Bronze,5,360,0.54,2014
1218,Belgium,USA,TBD,Round of 16,medium,Bronze,7,360,0.55,2014
1219,Belgium,USA,TBD,Round of 16,medium,Gold,3,773,0.55,2014
1220,Belgium,USA,TBD,Round of 16,medium,Gold,5,773,0.41,2014
1221,Belgium,USA,TBD,Round of 16,medium,Gold,7,773,0.44,2014
1222,Belgium,USA,TBD,Round of 16,medium,Diamond,3,1031,0.6,2014
1223,Belgium,USA,TBD,Round of 16,medium,Diamond,5,1031,0.6,2014
1224,Belgium,USA,TBD,Round of 16,medium,Diamond,7,1031,0.75,2014
1225,France,Germany,TBD,Quarter-finals,medium,Bronze,3,773,0.86,2014
1226,France,Germany,TBD,Quarter-finals,medium,Bronze,5,773,0.71,2014
1227,France,Germany,TBD,Quarter-finals,medium,Bronze,7,773,0.82,2014
1228,France,Germany,TBD,Quarter-finals,medium,Gold,3,1080,0.76,2014
1229,France,Germany,TBD,Quarter-finals,medium,Gold,5,1080,0.63,2014
1230,France,Germany,TBD,Quarter-finals,medium,Gold,7,1080,0.72,2014
1231,France,Germany,TBD,Quarter-finals,medium,Diamond,3,1598,0.76,2014
1232,France,Germany,TBD,Quarter-finals,medium,Diamond,5,1598,0.72,2014
1233,France,Germany,TBD,Quarter-finals,medium,Diamond,7,1598,0.71,2014
1234,Brazil,Colombia,TBD,Quarter-finals,medium,Bronze,3,773,0.77,2014
1235,Brazil,Colombia,TBD,Quarter-finals,medium,Bronze,5,773,0.8,2014
1236,Brazil,Colombia,TBD,Quarter-finals,medium,Bronze,7,773,0.72,2014
1237,Brazil,Colombia,TBD,Quarter-finals,medium,Gold,3,1080,0.88,2014
1238,Brazil,Colombia,TBD,Quarter-finals,medium,Gold,5,1080,0.75,2014
1239,Brazil,Colombia,TBD,Quarter-finals,medium,Gold,7,1080,0.63,2014
1240,Brazil,Colombia,TBD,Quarter-finals,medium,Diamond,3,1598,0.7,2014
1241,Brazil,Colombia,TBD,Quarter-finals,medium,Diamond,5,1598,0.88,2014
1242,Brazil,Colombia,TBD,Quarter-finals,medium,Diamond,7,1598,0.85,2014
1243,Argentina,Belgium,TBD,Quarter-finals,medium,Bronze,3,773,0.79,2014
1244,Argentina,Belgium,TBD,Quarter-finals,medium,Bronze,5,773,0.6,2014
1245,Argentina,Belgium,TBD,Quarter-finals,medium,Bronze,7,773,0.73,2014
1246,Argentina,Belgium,TBD,Quarter-finals,medium,Gold,3,1080,0.74,2014
1247,Argentina,Belgium,TBD,Quarter-finals,medium,Gold,5,1080,0.62,2014
1248,Argentina,Belgium,TBD,Quarter-finals,medium,Gold,7,1080,0.83,2014
1249,Argentina,Belgium,TBD,Quarter-finals,medium,Diamond,3,1598,0.62,2014
1250,Argentina,Belgium,TBD,Quarter-finals,medium,Diamond,5,1598,0.72,2014
1251,Argentina,Belgium,TBD,Quarter-finals,medium,Diamond,7,1598,0.66,2014
1252,Netherlands,Costa Rica,TBD,Quarter-finals,medium,Bronze,3,773,0.79,2014
1253,Netherlands,Costa Rica,TBD,Quarter-finals,medium,Bronze,5,773,0.63,2014
1254,Netherlands,Costa Rica,TBD,Quarter-finals,medium,Bronze,7,773,0.68,2014
1255,Netherlands,Costa Rica,TBD,Quarter-finals,medium,Gold,3,1080,0.85,2014
1256,Netherlands,Costa Rica,TBD,Quarter-finals,medium,Gold,5,1080,0.82,2014
1257,Netherlands,Costa Rica,TBD,Quarter-finals,medium,Gold,7,1080,0.77,2014
1258,Netherlands,Costa Rica,TBD,Quarter-finals,medium,Diamond,3,1598,0.8,2014
1259,Netherlands,Costa Rica,TBD,Quarter-finals,medium,Diamond,5,1598,0.9,2014
1260,Netherlands,Costa Rica,TBD,Quarter-finals,medium,Diamond,7,1598,0.84,2014
1261,Brazil,Germany,TBD,Semi-finals,high,Bronze,3,1339,0.86,2014
1262,Brazil,Germany,TBD,Semi-finals,high,Bronze,5,1339,0.73,2014
1263,Brazil,Germany,TBD,Semi-finals,high,Bronze,7,1339,0.88,2014
1264,Brazil,Germany,TBD,Semi-finals,high,Gold,3,2471,0.93,2014
1265,Brazil,Germany,TBD,Semi-finals,high,Gold,5,2471,0.8,2014
1266,Brazil,Germany,TBD,Semi-finals,high,Gold,7,2471,0.8,2014
1267,Brazil,Germany,TBD,Semi-finals,high,Diamond,3,3585,0.86,2014
1268,Brazil,Germany,TBD,Semi-finals,high,Diamond,5,3585,0.95,2014
1269,Brazil,Germany,TBD,Semi-finals,high,Diamond,7,3585,0.9,2014
1270,Netherlands,Argentina,TBD,Semi-finals,high,Bronze,3,1339,0.93,2014
1271,Netherlands,Argentina,TBD,Semi-finals,high,Bronze,5,1339,0.93,2014
1272,Netherlands,Argentina,TBD,Semi-finals,high,Bronze,7,1339,0.75,2014
1273,Netherlands,Argentina,TBD,Semi-finals,high,Gold,3,2471,0.88,2014
1274,Netherlands,Argentina,TBD,Semi-finals,high,Gold,5,2471,0.82,2014
1275,Netherlands,Argentina,TBD,Semi-finals,high,Gold,7,2471,0.71,2014
1276,Netherlands,Argentina,TBD,Semi-finals,high,Diamond,3,3585,0.77,2014
1277,Netherlands,Argentina,TBD,Semi-finals,high,Diamond,5,3585,0.88,2014
1278,Netherlands,Argentina,TBD,Semi-finals,high,Diamond,7,3585,0.84,2014
1279,Brazil,Netherlands,TBD,Third Place Playoff,medium,Bronze,3,773,0.63,2014
1280,Brazil,Netherlands,TBD,Third Place Playoff,medium,Bronze,5,773,0.58,2014
1281,Brazil,Netherlands,TBD,Third Place Playoff,medium,Bronze,7,773,0.57,2014
1282,Brazil,Netherlands,TBD,Third Place Playoff,medium,Gold,3,1133,0.64,2014
1283,Brazil,Netherlands,TBD,Third Place Playoff,medium,Gold,5,1133,0.48,2014
1284,Brazil,Netherlands,TBD,Third Place Playoff,medium,Gold,7,1133,0.47,2014
1285,Brazil,Netherlands,TBD,Third Place Playoff,medium,Diamond,3,1598,0.56,2014
1286,Brazil,Netherlands,TBD,Third Place Playoff,medium,Diamond,5,1598,0.32,2014
1287,Brazil,Netherlands,TBD,Third Place Playoff,medium,Diamond,7,1598,0.56,2014
1288,Germany,Argentina,TBD,Final,high,Bronze,3,2265,0.94,2014
1289,Germany,Argentina,TBD,Final,high,Bronze,5,2265,0.99,2014
1290,Germany,Argentina,TBD,Final,high,Bronze,7,2265,0.86,2014
1291,Germany,Argentina,TBD,Final,high,Gold,3,3761,0.94,2014
1292,Germany,Argentina,TBD,Final,high,Gold,5,3761,0.94,2014
1293,Germany,Argentina,TBD,Final,high,Gold,7,3761,0.93,2014
1294,Germany,Argentina,TBD,Final,high,Diamond,3,6026,0.93,2014
1295,Germany,Argentina,TBD,Final,high,Diamond,5,6026,0.93,2014
1296,Germany,Argentina,TBD,Final,high,Diamond,7,6026,0.91,2014
1297,Uruguay,South Korea,TBD,Round of 16,medium,Bronze,3,360,0.43,2010
1298,Uruguay,South Korea,TBD,Round of 16,medium,Bronze,5,360,0.42,2010
1299,Uruguay,South Korea,TBD,Round of 16,medium,Bronze,7,360,0.65,2010
1300,Uruguay,South Korea,TBD,Round of 16,medium,Gold,3,773,0.52,2010
1301,Uruguay,South Korea,TBD,Round of 16,medium,Gold,5,773,0.68,2010
1302,Uruguay,South Korea,TBD,Round of 16,medium,Gold,7,773,0.7,2010
